seq,timestamp,r1,r2,r3,reel_1,reel_2,reel_3,spin_result,reward_code,is_triple,coins_won,coins,spins_remaining,shields,max_shields,bet_multiplier,bet_level,atk_count,stl_count,shd_count,spn_count,acc_count,accum_current,accum_total,accum_mission,accum_delta,accum_pct,gae_segment,gae_last_mission,gae_grand_prize,slot2_r1,slot2_r2,slot2_r3,event_bars,sa_spins,sa_atk,sa_stl,sa_shd,sa_spn,sa_acc,sa_3x_atk,sa_3x_stl,sa_3x_shd,ss_spins,ss_atk,ss_stl,ss_shd,ss_spn,ss_acc,ss_3x_atk,ss_3x_stl,ss_3x_shd
64050,2026-04-08 15:50:14,1,4,6,coin,steal,spins,gold,1,false,25000,49368633053351,58150,4,5,1,9,0,1,0,1,0,1144,10000,37,0,11.4,,107,700000,,,,"{""6cad4489"":""24\/1800@m6""}",1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
64051,2026-04-08 15:50:15,1,4,6,coin,steal,spins,gold,1,false,25000,49368633078351,58149,4,5,1,9,0,1,0,1,0,1144,10000,37,0,11.4,,107,700000,,,,,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0
64052,2026-04-08 15:50:16,3,1,1,attack,coin,coin,gold,1,false,50000,49368633128351,58148,4,5,1,9,1,0,0,0,0,1144,10000,37,0,11.4,,107,700000,,,,,3,1,2,0,2,0,0,0,0,3,1,2,0,2,0,0,0,0
64053,2026-04-08 15:50:16,3,3,3,attack,attack,attack,attack,2,true,0,49368633128351,58147,4,5,1,9,3,0,0,0,0,1144,10000,37,0,11.4,,107,700000,,,,,4,4,2,0,2,0,1,0,0,4,4,2,0,2,0,1,0,0
64054,2026-04-08 15:50:44,1,1,1,coin,coin,coin,gold,1,true,250000,49368641958351,58146,4,5,1,9,0,0,0,0,0,1144,10000,37,0,11.4,,107,700000,,,,,5,4,2,0,2,0,1,0,0,5,4,2,0,2,0,1,0,0
64055,2026-04-08 15:50:45,30,30,2,accumulation,accumulation,goldSack,gold,1,false,100000,49368642058351,58145,4,5,1,9,0,0,0,0,2,1146,10000,37,2,11.5,,107,700000,,,,,6,4,2,0,2,2,1,0,0,6,4,2,0,2,2,1,0,0
64056,2026-04-08 15:50:46,1,1,1,coin,coin,coin,gold,1,true,250000,49368642308351,58144,4,5,1,9,0,0,0,0,0,1146,10000,37,0,11.5,,107,700000,,,,,7,4,2,0,2,2,1,0,0,7,4,2,0,2,2,1,0,0
64057,2026-04-08 15:50:46,1,4,6,coin,steal,spins,gold,1,false,25000,49368642333351,58143,4,5,1,9,0,1,0,1,0,1146,10000,37,0,11.5,,107,700000,,,,,8,4,3,0,3,2,1,0,0,8,4,3,0,3,2,1,0,0
64058,2026-04-08 15:50:48,3,4,2,attack,steal,goldSack,gold,1,false,100000,49368642433351,58142,4,5,1,9,1,1,0,0,0,1146,10000,37,0,11.5,,107,700000,,,,"{""4fdd0917"":""205\/500@m15""}",9,5,4,0,3,2,1,0,0,9,5,4,0,3,2,1,0,0
64059,2026-04-08 15:50:49,1,4,4,coin,steal,steal,gold,1,false,25000,49368642458351,58141,4,5,1,9,0,2,0,0,0,1146,10000,37,0,11.5,,107,700000,,,,,10,5,6,0,3,2,1,0,0,10,5,6,0,3,2,1,0,0
64060,2026-04-08 15:50:49,1,1,6,coin,coin,spins,gold,1,false,50000,49368642508351,58140,4,5,1,9,0,0,0,1,0,1146,10000,37,0,11.5,,107,700000,,,,"{""6cad4489"":""26\/1800@m6""}",11,5,6,0,4,2,1,0,0,11,5,6,0,4,2,1,0,0
64061,2026-04-08 15:50:50,3,4,2,attack,steal,goldSack,gold,1,false,100000,49368642608351,58139,4,5,1,9,1,1,0,0,0,1146,10000,37,0,11.5,,107,700000,,,,,12,6,7,0,4,2,1,0,0,12,6,7,0,4,2,1,0,0
64062,2026-04-08 15:50:51,4,4,4,steal,steal,steal,steal,4,true,0,49368642608351,58138,4,5,1,9,0,3,0,0,0,1146,10000,37,0,11.5,,107,700000,,,,,13,6,10,0,4,2,1,1,0,13,6,10,0,4,2,1,1,0
64063,2026-04-08 15:51:44,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,49368874346351,58137,4,5,1,9,0,0,0,0,1,1147,10000,37,1,11.5,,107,700000,,,,,14,6,10,0,4,3,1,1,0,14,6,10,0,4,3,1,1,0
64064,2026-04-08 15:51:45,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,49368876346351,58136,4,5,1,9,0,0,0,0,0,1147,10000,37,0,11.5,,107,700000,,,,,15,6,10,0,4,3,1,1,0,15,6,10,0,4,3,1,1,0
64065,2026-04-08 15:51:47,1,6,6,coin,spins,spins,gold,1,false,25000,49368876371351,58135,4,5,1,9,0,0,0,2,0,1147,10000,37,0,11.5,,107,700000,,,,,16,6,10,0,6,3,1,1,0,16,6,10,0,6,3,1,1,0
64066,2026-04-08 15:51:48,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,49368876396351,58134,4,5,1,9,0,0,0,0,2,1149,10000,37,2,11.5,,107,700000,,,,,17,6,10,0,6,5,1,1,0,17,6,10,0,6,5,1,1,0
64067,2026-04-08 15:51:49,30,30,30,accumulation,accumulation,accumulation,gold,10,true,0,49368876396351,58133,4,5,1,9,0,0,0,0,3,1159,10000,37,10,11.6,,107,700000,,,,,18,6,10,0,6,8,1,1,0,18,6,10,0,6,8,1,1,0
64068,2026-04-08 15:51:51,1,1,6,coin,coin,spins,gold,1,false,50000,49368876446351,58132,4,5,1,9,0,0,0,1,0,1159,10000,37,0,11.6,,107,700000,,,,,1,0,0,0,1,0,0,0,0,19,6,10,0,7,8,1,1,0
64069,2026-04-08 15:51:52,3,6,2,attack,spins,goldSack,gold,1,false,100000,49368876546351,58131,4,5,1,9,1,0,0,1,0,1159,10000,37,0,11.6,,107,700000,,,,"{""4fdd0917"":""207\/500@m15""}",2,1,0,0,2,0,0,0,0,20,7,10,0,8,8,1,1,0
64070,2026-04-08 15:51:53,30,30,3,accumulation,accumulation,attack,gold,6,false,0,49368876546351,58130,4,5,1,9,1,0,0,0,2,1161,10000,37,2,11.6,,107,700000,,,,,3,2,0,0,2,2,0,0,0,21,8,10,0,8,10,1,1,0
64071,2026-04-08 15:51:55,6,6,6,spins,spins,spins,spins,5,true,10,49368876546351,58139,4,5,1,9,0,0,0,3,0,1161,10000,37,0,11.6,,107,700000,,,,,4,2,0,0,5,2,0,0,0,22,8,10,0,11,10,1,1,0
64072,2026-04-08 15:51:56,5,5,5,shield,shield,shield,shield,3,true,1,49368876546351,58138,5,5,1,9,0,0,3,0,0,1161,10000,37,0,11.6,,107,700000,,,,,5,2,0,3,5,2,0,0,1,1,0,0,3,0,0,0,0,1
64073,2026-04-08 15:51:57,1,1,6,coin,coin,spins,gold,1,false,50000,49368876596351,58137,5,5,1,9,0,0,0,1,0,1161,10000,37,0,11.6,,107,700000,,,,,6,2,0,3,6,2,0,0,1,2,0,0,3,1,0,0,0,1
64074,2026-04-08 15:51:58,3,4,2,attack,steal,goldSack,gold,1,false,100000,49368876696351,58136,5,5,1,9,1,1,0,0,0,1161,10000,37,0,11.6,,107,700000,,,,,7,3,1,3,6,2,0,0,1,3,1,1,3,1,0,0,0,1
64075,2026-04-08 15:51:59,1,1,6,coin,coin,spins,gold,1,false,50000,49368876746351,58135,5,5,1,9,0,0,0,1,0,1161,10000,37,0,11.6,,107,700000,,,,,8,3,1,3,7,2,0,0,1,4,1,1,3,2,0,0,0,1
64076,2026-04-08 15:52:00,1,1,1,coin,coin,coin,gold,1,true,250000,49368876996351,58134,5,5,1,9,0,0,0,0,0,1161,10000,37,0,11.6,,107,700000,,,,,9,3,1,3,7,2,0,0,1,5,1,1,3,2,0,0,0,1
64077,2026-04-08 15:52:01,3,3,3,attack,attack,attack,attack,2,true,0,49368876996351,58133,5,5,1,9,3,0,0,0,0,1161,10000,37,0,11.6,,107,700000,,,,,10,6,1,3,7,2,1,0,1,6,4,1,3,2,0,1,0,1
64078,2026-04-08 15:52:14,3,3,2,attack,attack,goldSack,gold,1,false,100000,49368903096351,58132,5,5,1,9,2,0,0,0,0,1161,10000,37,0,11.6,,107,700000,,,,,11,8,1,3,7,2,1,0,1,7,6,1,3,2,0,1,0,1
64079,2026-04-08 15:52:14,3,4,2,attack,steal,goldSack,gold,1,false,100000,49368903196351,58131,5,5,1,9,1,1,0,0,0,1161,10000,37,0,11.6,,107,700000,,,,"{""6cad4489"":""28\/1800@m6""}",12,9,2,3,7,2,1,0,1,8,7,2,3,2,0,1,0,1
64080,2026-04-08 15:52:15,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,49368905196351,58130,5,5,1,9,0,0,0,0,0,1161,10000,37,0,11.6,,107,700000,,,,,13,9,2,3,7,2,1,0,1,9,7,2,3,2,0,1,0,1
64081,2026-04-08 15:52:16,3,4,2,attack,steal,goldSack,gold,1,false,100000,49368905296351,58129,5,5,1,9,1,1,0,0,0,1161,10000,37,0,11.6,,107,700000,,,,"{""4fdd0917"":""209\/500@m15""}",14,10,3,3,7,2,1,0,1,10,8,3,3,2,0,1,0,1
64082,2026-04-08 15:52:17,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,49368905446351,58128,5,5,1,9,0,0,0,0,1,1162,10000,37,1,11.6,,107,700000,,,,"{""6cad4489"":""30\/1800@m6""}",15,10,3,3,7,3,1,0,1,11,8,3,3,2,1,1,0,1
64083,2026-04-08 15:52:20,3,3,3,attack,attack,attack,attack,2,true,0,49368905446351,58127,5,5,1,9,3,0,0,0,0,1162,10000,37,0,11.6,,107,700000,,,,,16,13,3,3,7,3,2,0,1,12,11,3,3,2,1,2,0,1
64084,2026-04-08 15:52:57,5,5,5,shield,shield,shield,shield,3,true,1,49368914026351,58127,5,5,1,9,0,0,3,0,0,1162,10000,37,0,11.6,,107,700000,,,,,17,13,3,6,7,3,2,0,2,13,11,3,6,2,1,2,0,2
64085,2026-04-08 15:52:58,1,1,1,coin,coin,coin,gold,1,true,250000,49368914276351,58126,5,5,1,9,0,0,0,0,0,1162,10000,37,0,11.6,,107,700000,,,,,18,13,3,6,7,3,2,0,2,14,11,3,6,2,1,2,0,2
64086,2026-04-08 15:52:59,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,49368914301351,58125,5,5,1,9,0,0,0,0,2,1164,10000,37,2,11.6,,107,700000,,,,,19,13,3,6,7,5,2,0,2,15,11,3,6,2,3,2,0,2
64087,2026-04-08 15:52:59,3,3,3,attack,attack,attack,attack,2,true,0,49368914301351,58124,5,5,1,9,3,0,0,0,0,1164,10000,37,0,11.6,,107,700000,,,,,20,16,3,6,7,5,3,0,2,16,14,3,6,2,3,3,0,2
64088,2026-04-08 15:53:07,4,4,4,steal,steal,steal,steal,4,true,0,49368922881351,58123,5,5,1,9,0,3,0,0,0,1164,10000,37,0,11.6,,107,700000,,,,,21,16,6,6,7,5,3,1,2,17,14,6,6,2,3,3,1,2
64089,2026-04-08 15:53:44,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,49369075901351,58122,5,5,1,9,0,0,0,0,0,1164,10000,37,0,11.6,,107,700000,,,,,22,16,6,6,7,5,3,1,2,18,14,6,6,2,3,3,1,2
64090,2026-04-08 15:53:45,1,1,1,coin,coin,coin,gold,1,true,250000,49369076151351,58121,5,5,1,9,0,0,0,0,0,1164,10000,37,0,11.6,,107,700000,,,,,23,16,6,6,7,5,3,1,2,19,14,6,6,2,3,3,1,2
64091,2026-04-08 15:53:46,1,1,1,coin,coin,coin,gold,1,true,250000,49369076401351,58120,5,5,1,9,0,0,0,0,0,1164,10000,37,0,11.6,,107,700000,,,,,24,16,6,6,7,5,3,1,2,20,14,6,6,2,3,3,1,2
64092,2026-04-08 15:53:47,1,1,6,coin,coin,spins,gold,1,false,50000,49369076451351,58119,5,5,1,9,0,0,0,1,0,1164,10000,37,0,11.6,,107,700000,,,,,25,16,6,6,8,5,3,1,2,21,14,6,6,3,3,3,1,2
64093,2026-04-08 15:53:48,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,49369078451351,58118,5,5,1,9,0,0,0,0,0,1164,10000,37,0,11.6,,107,700000,,,,,26,16,6,6,8,5,3,1,2,22,14,6,6,3,3,3,1,2
64094,2026-04-08 15:53:49,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,49369078601351,58117,5,5,1,9,0,0,0,0,1,1165,10000,37,1,11.7,,107,700000,,,,,27,16,6,6,8,6,3,1,2,23,14,6,6,3,4,3,1,2
64095,2026-04-08 15:53:52,3,3,2,attack,attack,goldSack,gold,1,false,100000,49369078701351,58116,5,5,1,9,2,0,0,0,0,1165,10000,37,0,11.7,,107,700000,,,,,28,18,6,6,8,6,3,1,2,24,16,6,6,3,4,3,1,2
64096,2026-04-08 15:53:53,1,1,1,coin,coin,coin,gold,1,true,250000,49369078951351,58115,5,5,1,9,0,0,0,0,0,1165,10000,37,0,11.7,,107,700000,,,,,29,18,6,6,8,6,3,1,2,25,16,6,6,3,4,3,1,2
64097,2026-04-08 15:53:54,1,4,6,coin,steal,spins,gold,1,false,25000,49369078976351,58114,5,5,1,9,0,1,0,1,0,1165,10000,37,0,11.7,,107,700000,,,,"{""6cad4489"":""32\/1800@m6""}",30,18,7,6,9,6,3,1,2,26,16,7,6,4,4,3,1,2
64098,2026-04-08 15:53:55,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,49369079001351,58113,5,5,1,9,0,0,0,0,2,1167,10000,37,2,11.7,,107,700000,,,,,31,18,7,6,9,8,3,1,2,27,16,7,6,4,6,3,1,2
64099,2026-04-08 15:53:56,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,49369079151351,58112,5,5,1,9,0,0,0,0,1,1168,10000,37,1,11.7,,107,700000,,,,,32,18,7,6,9,9,3,1,2,28,16,7,6,4,7,3,1,2
64100,2026-04-08 15:53:58,1,6,6,coin,spins,spins,gold,1,false,25000,49369079176351,58111,5,5,1,9,0,0,0,2,0,1168,10000,37,0,11.7,,107,700000,,,,"{""6cad4489"":""34\/1800@m6""}",33,18,7,6,11,9,3,1,2,29,16,7,6,6,7,3,1,2
64101,2026-04-08 15:54:00,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,49369079326351,58110,5,5,1,9,0,0,0,0,1,1169,10000,37,1,11.7,,107,700000,,,,,34,18,7,6,11,10,3,1,2,30,16,7,6,6,8,3,1,2
64102,2026-04-08 15:54:01,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,49369079476351,58109,5,5,1,9,0,0,0,0,1,1170,10000,37,1,11.7,,107,700000,,,,"{""6cad4489"":""36\/1800@m6""}",35,18,7,6,11,11,3,1,2,31,16,7,6,6,9,3,1,2
64103,2026-04-08 15:54:03,1,4,6,coin,steal,spins,gold,1,false,25000,49369079501351,58108,5,5,1,9,0,1,0,1,0,1170,10000,37,0,11.7,,107,700000,,,,,36,18,8,6,12,11,3,1,2,32,16,8,6,7,9,3,1,2
64104,2026-04-08 15:54:04,3,4,2,attack,steal,goldSack,gold,1,false,100000,49369079601351,58107,5,5,1,9,1,1,0,0,0,1170,10000,37,0,11.7,,107,700000,,,,,37,19,9,6,12,11,3,1,2,33,17,9,6,7,9,3,1,2
64105,2026-04-08 15:54:04,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,49369081601351,58106,5,5,1,9,0,0,0,0,0,1170,10000,37,0,11.7,,107,700000,,,,,38,19,9,6,12,11,3,1,2,34,17,9,6,7,9,3,1,2
64106,2026-04-08 15:54:05,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,49369081751351,58105,5,5,1,9,0,0,0,0,1,1171,10000,37,1,11.7,,107,700000,,,,"{""4fdd0917"":""211\/500@m15""}",39,19,9,6,12,12,3,1,2,35,17,9,6,7,10,3,1,2
64107,2026-04-08 15:54:07,1,4,6,coin,steal,spins,gold,1,false,25000,49369081776351,58104,5,5,1,9,0,1,0,1,0,1171,10000,37,0,11.7,,107,700000,,,,,40,19,10,6,13,12,3,1,2,36,17,10,6,8,10,3,1,2
64108,2026-04-08 15:54:08,1,1,6,coin,coin,spins,gold,1,false,50000,49369081826351,58103,5,5,1,9,0,0,0,1,0,1171,10000,37,0,11.7,,107,700000,,,,,41,19,10,6,14,12,3,1,2,37,17,10,6,9,10,3,1,2
64109,2026-04-08 15:54:09,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,49369081976351,58102,5,5,1,9,0,0,0,0,1,1172,10000,37,1,11.7,,107,700000,,,,,42,19,10,6,14,13,3,1,2,38,17,10,6,9,11,3,1,2
64110,2026-04-08 15:54:11,1,1,1,coin,coin,coin,gold,1,true,250000,49369082226351,58101,5,5,1,9,0,0,0,0,0,1172,10000,37,0,11.7,,107,700000,,,,,43,19,10,6,14,13,3,1,2,39,17,10,6,9,11,3,1,2
64111,2026-04-08 15:54:12,1,4,4,coin,steal,steal,gold,1,false,25000,49369082251351,58100,5,5,1,9,0,2,0,0,0,1172,10000,37,0,11.7,,107,700000,,,,,44,19,12,6,14,13,3,1,2,40,17,12,6,9,11,3,1,2
64112,2026-04-08 15:54:13,3,4,2,attack,steal,goldSack,gold,1,false,100000,49369082351351,58099,5,5,1,9,1,1,0,0,0,1172,10000,37,0,11.7,,107,700000,,,,,45,20,13,6,14,13,3,1,2,41,18,13,6,9,11,3,1,2
64113,2026-04-08 15:54:14,3,1,1,attack,coin,coin,gold,1,false,50000,49369082401351,58098,5,5,1,9,1,0,0,0,0,1172,10000,37,0,11.7,,107,700000,,,,,46,21,13,6,14,13,3,1,2,42,19,13,6,9,11,3,1,2
64114,2026-04-08 15:54:14,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,49369082551351,58097,5,5,1,9,0,0,0,0,1,1173,10000,37,1,11.7,,107,700000,,,,,47,21,13,6,14,14,3,1,2,43,19,13,6,9,12,3,1,2
64115,2026-04-08 15:54:16,5,5,5,shield,shield,shield,shield,3,true,1,49369082551351,58097,5,5,1,9,0,0,3,0,0,1173,10000,37,0,11.7,,107,700000,,,,,48,21,13,9,14,14,3,1,3,44,19,13,9,9,12,3,1,3
64116,2026-04-08 15:54:18,1,1,1,coin,coin,coin,gold,1,true,250000,49369082801351,58096,5,5,1,9,0,0,0,0,0,1173,10000,37,0,11.7,,107,700000,,,,,49,21,13,9,14,14,3,1,3,45,19,13,9,9,12,3,1,3
64117,2026-04-08 15:54:19,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,49369084801351,58095,5,5,1,9,0,0,0,0,0,1173,10000,37,0,11.7,,107,700000,,,,,50,21,13,9,14,14,3,1,3,46,19,13,9,9,12,3,1,3
64118,2026-04-08 15:54:20,3,3,2,attack,attack,goldSack,gold,1,false,100000,49369084901351,58094,5,5,1,9,2,0,0,0,0,1173,10000,37,0,11.7,,107,700000,,,,,51,23,13,9,14,14,3,1,3,47,21,13,9,9,12,3,1,3
64119,2026-04-08 15:54:20,1,6,6,coin,spins,spins,gold,1,false,25000,49369084926351,58093,5,5,1,9,0,0,0,2,0,1173,10000,37,0,11.7,,107,700000,,,,,52,23,13,9,16,14,3,1,3,48,21,13,9,11,12,3,1,3
64120,2026-04-08 15:54:21,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,49369085076351,58092,5,5,1,9,0,0,0,0,1,1174,10000,37,1,11.7,,107,700000,,,,"{""6cad4489"":""38\/1800@m6""}",53,23,13,9,16,15,3,1,3,49,21,13,9,11,13,3,1,3
64121,2026-04-08 15:54:22,1,5,5,coin,shield,shield,gold,1,false,25000,49369085101351,58091,5,5,1,9,0,0,2,0,0,1174,10000,37,0,11.7,,107,700000,,,,,54,23,13,11,16,15,3,1,3,50,21,13,11,11,13,3,1,3
64122,2026-04-08 15:54:24,1,4,6,coin,steal,spins,gold,1,false,25000,49369085126351,58090,5,5,1,9,0,1,0,1,0,1174,10000,37,0,11.7,,107,700000,,,,,55,23,14,11,17,15,3,1,3,51,21,14,11,12,13,3,1,3
64123,2026-04-08 15:54:25,3,3,2,attack,attack,goldSack,gold,1,false,100000,49369085226351,58089,5,5,1,9,2,0,0,0,0,1174,10000,37,0,11.7,,107,700000,,,,,56,25,14,11,17,15,3,1,3,52,23,14,11,12,13,3,1,3
64124,2026-04-08 15:54:26,3,3,3,attack,attack,attack,attack,2,true,0,49369085226351,58088,5,5,1,9,3,0,0,0,0,1174,10000,37,0,11.7,,107,700000,,,,,57,28,14,11,17,15,4,1,3,53,26,14,11,12,13,4,1,3
64125,2026-04-08 15:54:39,1,4,6,coin,steal,spins,gold,1,false,25000,49369093831351,58087,5,5,1,9,0,1,0,1,0,1174,10000,37,0,11.7,,107,700000,,,,,58,28,15,11,18,15,4,1,3,54,26,15,11,13,13,4,1,3
64126,2026-04-08 15:54:41,3,3,3,attack,attack,attack,attack,2,true,0,49369093831351,58086,5,5,1,9,3,0,0,0,0,1174,10000,37,0,11.7,,107,700000,,,,,59,31,15,11,18,15,5,1,3,55,29,15,11,13,13,5,1,3
64127,2026-04-08 15:55:49,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,49369102436351,58085,5,5,1,9,0,0,0,0,2,1176,10000,37,2,11.8,,107,700000,,,,,60,31,15,11,18,17,5,1,3,56,29,15,11,13,15,5,1,3
64128,2026-04-08 15:55:52,3,4,2,attack,steal,goldSack,gold,1,false,100000,49369102536351,58084,5,5,1,9,1,1,0,0,0,1176,10000,37,0,11.8,,107,700000,,,,"{""4fdd0917"":""213\/500@m15""}",61,32,16,11,18,17,5,1,3,57,30,16,11,13,15,5,1,3
64129,2026-04-08 15:55:53,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,49369102686351,58083,5,5,1,9,0,0,0,0,1,1177,10000,37,1,11.8,,107,700000,,,,,62,32,16,11,18,18,5,1,3,58,30,16,11,13,16,5,1,3
64130,2026-04-08 15:55:54,1,1,6,coin,coin,spins,gold,1,false,50000,49369102736351,58082,5,5,1,9,0,0,0,1,0,1177,10000,37,0,11.8,,107,700000,,,,,63,32,16,11,19,18,5,1,3,59,30,16,11,14,16,5,1,3
64131,2026-04-08 15:55:57,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,49369102761351,58081,5,5,1,9,0,0,0,0,2,1179,10000,37,2,11.8,,107,700000,,,,,64,32,16,11,19,20,5,1,3,60,30,16,11,14,18,5,1,3
64132,2026-04-08 15:55:59,3,3,3,attack,attack,attack,attack,2,true,0,49369102761351,58080,5,5,1,9,3,0,0,0,0,1179,10000,37,0,11.8,,107,700000,,,,,65,35,16,11,19,20,6,1,3,61,33,16,11,14,18,6,1,3
64133,2026-04-08 15:56:21,1,4,4,coin,steal,steal,gold,1,false,25000,49369128786351,58079,5,5,1,9,0,2,0,0,0,1179,10000,37,0,11.8,,107,700000,,,,,66,35,18,11,19,20,6,1,3,62,33,18,11,14,18,6,1,3
64134,2026-04-08 15:56:22,5,2,2,shield,goldSack,goldSack,gold,1,false,150000,49369128936351,58078,5,5,1,9,0,0,1,0,0,1179,10000,37,0,11.8,,107,700000,,,,"{""6cad4489"":""40\/1800@m6""}",67,35,18,12,19,20,6,1,3,63,33,18,12,14,18,6,1,3
64135,2026-04-08 15:56:23,1,4,4,coin,steal,steal,gold,1,false,25000,49369128961351,58077,5,5,1,9,0,2,0,0,0,1179,10000,37,0,11.8,,107,700000,,,,,68,35,20,12,19,20,6,1,3,64,33,20,12,14,18,6,1,3
64136,2026-04-08 15:56:25,1,1,6,coin,coin,spins,gold,1,false,50000,49369129011351,58076,5,5,1,9,0,0,0,1,0,1179,10000,37,0,11.8,,107,700000,,,,,69,35,20,12,20,20,6,1,3,65,33,20,12,15,18,6,1,3
64137,2026-04-08 15:56:26,3,1,5,attack,coin,shield,gold,1,false,25000,49369129036351,58075,5,5,1,9,1,0,1,0,0,1179,10000,37,0,11.8,,107,700000,,,,,70,36,20,13,20,20,6,1,3,66,34,20,13,15,18,6,1,3
64138,2026-04-08 15:56:27,3,4,2,attack,steal,goldSack,gold,1,false,100000,49369129136351,58074,5,5,1,9,1,1,0,0,0,1179,10000,37,0,11.8,,107,700000,,,,,71,37,21,13,20,20,6,1,3,67,35,21,13,15,18,6,1,3
64139,2026-04-08 15:56:28,3,3,3,attack,attack,attack,attack,2,true,0,49369129136351,58073,5,5,1,9,3,0,0,0,0,1179,10000,37,0,11.8,,107,700000,,,,,72,40,21,13,20,20,7,1,3,68,38,21,13,15,18,7,1,3
64140,2026-04-08 15:56:37,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,49369137866351,58072,5,5,1,9,0,0,0,0,1,1180,10000,37,1,11.8,,107,700000,,,,,73,40,21,13,20,21,7,1,3,69,38,21,13,15,19,7,1,3
64141,2026-04-08 15:56:38,3,1,5,attack,coin,shield,gold,1,false,25000,49369137891351,58071,5,5,1,9,1,0,1,0,0,1180,10000,37,0,11.8,,107,700000,,,,,74,41,21,14,20,21,7,1,3,70,39,21,14,15,19,7,1,3
64142,2026-04-08 15:56:39,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,49369138041351,58070,5,5,1,9,0,0,0,0,1,1181,10000,37,1,11.8,,107,700000,,,,,75,41,21,14,20,22,7,1,3,71,39,21,14,15,20,7,1,3
64143,2026-04-08 15:56:40,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,49369138191351,58069,5,5,1,9,0,0,0,0,1,1182,10000,37,1,11.8,,107,700000,,,,,76,41,21,14,20,23,7,1,3,72,39,21,14,15,21,7,1,3
64144,2026-04-08 15:56:41,3,4,2,attack,steal,goldSack,gold,1,false,100000,49369138291351,58068,5,5,1,9,1,1,0,0,0,1182,10000,37,0,11.8,,107,700000,,,,,77,42,22,14,20,23,7,1,3,73,40,22,14,15,21,7,1,3
64145,2026-04-08 15:56:42,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,49369138316351,58067,5,5,1,9,0,0,0,0,2,1184,10000,37,2,11.8,,107,700000,,,,"{""4fdd0917"":""215\/500@m15""}",78,42,22,14,20,25,7,1,3,74,40,22,14,15,23,7,1,3
64146,2026-04-08 15:56:43,3,3,2,attack,attack,goldSack,gold,1,false,100000,49369138416351,58066,5,5,1,9,2,0,0,0,0,1184,10000,37,0,11.8,,107,700000,,,,,79,44,22,14,20,25,7,1,3,75,42,22,14,15,23,7,1,3
64147,2026-04-08 15:56:44,3,4,2,attack,steal,goldSack,gold,1,false,100000,49369138516351,58065,5,5,1,9,1,1,0,0,0,1184,10000,37,0,11.8,,107,700000,,,,,80,45,23,14,20,25,7,1,3,76,43,23,14,15,23,7,1,3
64148,2026-04-08 15:56:45,3,1,1,attack,coin,coin,gold,1,false,50000,49369138566351,58064,5,5,1,9,1,0,0,0,0,1184,10000,37,0,11.8,,107,700000,,,,,81,46,23,14,20,25,7,1,3,77,44,23,14,15,23,7,1,3
64149,2026-04-08 15:56:46,4,4,4,steal,steal,steal,steal,4,true,0,49369138566351,58063,5,5,1,9,0,3,0,0,0,1184,10000,37,0,11.8,,107,700000,,,,,82,46,26,14,20,25,7,2,3,78,44,26,14,15,23,7,2,3
64150,2026-04-08 15:57:37,1,4,6,coin,steal,spins,gold,1,false,25000,49369180441351,58062,5,5,1,9,0,1,0,1,0,1184,10000,37,0,11.8,,107,700000,,,,,83,46,27,14,21,25,7,2,3,79,44,27,14,16,23,7,2,3
64151,2026-04-08 15:57:38,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,49369180591351,58061,5,5,1,9,0,0,0,0,1,1185,10000,37,1,11.8,,107,700000,,,,"{""6cad4489"":""42\/1800@m6""}",84,46,27,14,21,26,7,2,3,80,44,27,14,16,24,7,2,3
